Product Name,Current Price,Previous Price,Price Per Each,Category,Product ID,Product URL,Quantity,Units
"Classic, Lasagne Pasta",4.29,4.29,$0.86/100g,Pasta & Pasta Sauce,20632574_EA,https://www.realcanadiansuperstore.ca/classic-lasagne-pasta/p/20632574_EA,500,g
Thin Egg Noodles,2.99,3.49,$0.66/100g,Pasta & Pasta Sauce,21347114_EA,https://www.realcanadiansuperstore.ca/thin-egg-noodles/p/21347114_EA,454,g
Organic Tomato & Basil Pasta Sauce,6.29,6.29,$0.90/100ml,Pasta & Pasta Sauce,20085773001_EA,https://www.realcanadiansuperstore.ca/organic-tomato-basil-pasta-sauce/p/20085773001_EA,700,ml
"Rice Stick, Medium",2.49,2.49,$0.55/100g,Pasta & Pasta Sauce,20343466001_EA,https://www.realcanadiansuperstore.ca/rice-stick-medium/p/20343466001_EA,454,g
Ginger Paste Ground Ginger,4.49,4.49,$1.45/100g,Pasta & Pasta Sauce,21447371_EA,https://www.realcanadiansuperstore.ca/ginger-paste-ground-ginger/p/21447371_EA,310,g
Spaghetti Pasta,2.49,2.49,$0.55/100g,Pasta & Pasta Sauce,21001944_EA,https://www.realcanadiansuperstore.ca/spaghetti-pasta/p/21001944_EA,454,g
Schezwan Chutney,2.69,2.69,$1.08/100g,Pasta & Pasta Sauce,21416871_EA,https://www.realcanadiansuperstore.ca/schezwan-chutney/p/21416871_EA,250,g
"Smart, Spaghetti Pasta",3.49,3.49,$0.93/100g,Pasta & Pasta Sauce,20527060_EA,https://www.realcanadiansuperstore.ca/smart-spaghetti-pasta/p/20527060_EA,375,g
"Ravioli, Fresh Ricotta & Spinach ",10.49,10.49,$1.75/100g,Pasta & Pasta Sauce,20915948_EA,https://www.realcanadiansuperstore.ca/ravioli-fresh-ricotta-spinach/p/20915948_EA,600,g
"Classic, Capelli D'Angelo Pasta",2.79,2.79,$0.74/100g,Pasta & Pasta Sauce,20322316_EA,https://www.realcanadiansuperstore.ca/classic-capelli-d-angelo-pasta/p/20322316_EA,375,g
Linguine Pasta,3.29,3.29,$0.73/100g,Pasta & Pasta Sauce,20889674_EA,https://www.realcanadiansuperstore.ca/linguine-pasta/p/20889674_EA,450,g
Whole Grain Fettucine Pasta,2.79,2.79,$0.74/100g,Pasta & Pasta Sauce,20302050001_EA,https://www.realcanadiansuperstore.ca/whole-grain-fettucine-pasta/p/20302050001_EA,375,g
Penne Rigate,3.19,3.19,$0.35/100g,Pasta & Pasta Sauce,20081342013_EA,https://www.realcanadiansuperstore.ca/penne-rigate/p/20081342013_EA,900,g
"Pasta, Shells",2.99,2.99,$0.33/100g,Pasta & Pasta Sauce,20311358010_EA,https://www.realcanadiansuperstore.ca/pasta-shells/p/20311358010_EA,900,g
Four Cheese Filled Gnocchi,3.99,3.99,$1.43/100g,Pasta & Pasta Sauce,21470667_EA,https://www.realcanadiansuperstore.ca/four-cheese-filled-gnocchi/p/21470667_EA,280,g
Whole Grain Lasagna Pasta,3.99,3.99,$1.06/100g,Pasta & Pasta Sauce,20116949_EA,https://www.realcanadiansuperstore.ca/whole-grain-lasagna-pasta/p/20116949_EA,375,g
Spaghettini,7.99,7.99,$0.35/100g,Pasta & Pasta Sauce,20317105002_EA,https://www.realcanadiansuperstore.ca/spaghettini/p/20317105002_EA,2,kg
Pasta Pennette Rigate,2.49,2.49,$0.61/100g,Pasta & Pasta Sauce,21404966_EA,https://www.realcanadiansuperstore.ca/pasta-pennette-rigate/p/21404966_EA,410,g
"Pasta, Spaghetti",2.99,2.99,$0.33/100g,Pasta & Pasta Sauce,20311358001_EA,https://www.realcanadiansuperstore.ca/pasta-spaghetti/p/20311358001_EA,900,g
"Classic, Linguine Pasta",4.99,4.99,$0.55/100g,Pasta & Pasta Sauce,20322570002_EA,https://www.realcanadiansuperstore.ca/classic-linguine-pasta/p/20322570002_EA,900,g
Pasta Fusilli No. 34,3.29,3.29,$0.72/100g,Pasta & Pasta Sauce,21056280_EA,https://www.realcanadiansuperstore.ca/pasta-fusilli-no-34/p/21056280_EA,450,g
"Pasta Sauce, Original",7.99,7.99,$0.46/100ml,Pasta & Pasta Sauce,20316080001_EA,https://www.realcanadiansuperstore.ca/pasta-sauce-original/p/20316080001_EA,2,l
Spaghettini,3.29,3.29,$0.72/100g,Pasta & Pasta Sauce,21056287_EA,https://www.realcanadiansuperstore.ca/spaghettini/p/21056287_EA,450,g
Rice Vermicelli,2.49,2.49,$0.55/100g,Pasta & Pasta Sauce,20343466003_EA,https://www.realcanadiansuperstore.ca/rice-vermicelli/p/20343466003_EA,454,g
"Tortellini with Cheese, Twin Pack ",7.99,7.99,$1.60/100g,Pasta & Pasta Sauce,20316698_EA,https://www.realcanadiansuperstore.ca/tortellini-with-cheese-twin-pack/p/20316698_EA,500,g
Mushroom Ravioli ,8.99,8.99,$1.50/100g,Pasta & Pasta Sauce,21165550_EA,https://www.realcanadiansuperstore.ca/mushroom-ravioli/p/21165550_EA,600,g
Ramen Organic,4.59,4.59,$1.71/100g,Pasta & Pasta Sauce,21448837_EA,https://www.realcanadiansuperstore.ca/ramen-organic/p/21448837_EA,269,g
Splendido Ricotta and Spinach Girasole,8.99,8.99,$1.50/100g,Pasta & Pasta Sauce,21165480_EA,https://www.realcanadiansuperstore.ca/splendido-ricotta-and-spinach-girasole/p/21165480_EA,600,g
White Spaghetti Pasta With Fibre,2.79,2.79,$0.74/100g,Pasta & Pasta Sauce,20686187_EA,https://www.realcanadiansuperstore.ca/white-spaghetti-pasta-with-fibre/p/20686187_EA,375,g
"Whole Grains, Linguine Pasta",3.49,3.49,$0.93/100g,Pasta & Pasta Sauce,20312623002_EA,https://www.realcanadiansuperstore.ca/whole-grains-linguine-pasta/p/20312623002_EA,375,g
Jumbo Shells,3.49,3.49,$1.40/100g,Pasta & Pasta Sauce,20303112002_EA,https://www.realcanadiansuperstore.ca/jumbo-shells/p/20303112002_EA,250,g
Buckwheat Noodles ,8.49,8.49,$0.65/100g,Pasta & Pasta Sauce,20017197_EA,https://www.realcanadiansuperstore.ca/buckwheat-noodles/p/20017197_EA,1,kg
Girassoli Made with Buffalo Milk Mozzarella,6.49,6.49,$2.60/100g,Pasta & Pasta Sauce,20502682_EA,https://www.realcanadiansuperstore.ca/girassoli-made-with-buffalo-milk-mozzarella/p/20502682_EA,250,g
"Spinach & Roasted Garlic, Fettuccine Pasta ",3.49,3.49,$0.93/100g,Pasta & Pasta Sauce,20299819011_EA,https://www.realcanadiansuperstore.ca/spinach-roasted-garlic-fettuccine-pasta/p/20299819011_EA,375,g
"Pasta Sauce, Fresh Mushrooms",7.99,7.99,$0.46/100ml,Pasta & Pasta Sauce,20316080002_EA,https://www.realcanadiansuperstore.ca/pasta-sauce-fresh-mushrooms/p/20316080002_EA,2,l
Italian Sausage Pasta Sauce,4.29,4.29,$0.66/100ml,Pasta & Pasta Sauce,21004178_EA,https://www.realcanadiansuperstore.ca/italian-sausage-pasta-sauce/p/21004178_EA,650,ml
Penne Rigate With Fibre White Pasta,2.79,2.79,$0.74/100g,Pasta & Pasta Sauce,20686119_EA,https://www.realcanadiansuperstore.ca/penne-rigate-with-fibre-white-pasta/p/20686119_EA,375,g
Tomato Paste,2.99,2.99,$0.81/100ml,Pasta & Pasta Sauce,20157369_EA,https://www.realcanadiansuperstore.ca/tomato-paste/p/20157369_EA,369,ml
Rigatoni Pasta,2.49,2.49,$0.55/100g,Pasta & Pasta Sauce,21001576_EA,https://www.realcanadiansuperstore.ca/rigatoni-pasta/p/21001576_EA,454,g
Tomatoes First Original Tomato Sauce,2,2,$0.29/100ml,Pasta & Pasta Sauce,20599748002_EA,https://www.realcanadiansuperstore.ca/tomatoes-first-original-tomato-sauce/p/20599748002_EA,680,ml
Cherry Tomatoes Pasta Sauce,6.29,6.29,$1.58/100ml,Pasta & Pasta Sauce,21163594_EA,https://www.realcanadiansuperstore.ca/cherry-tomatoes-pasta-sauce/p/21163594_EA,398,ml
"Tomato Sauce, No Salt",1.99,1.99,$0.50/100ml,Pasta & Pasta Sauce,20063296002_EA,https://www.realcanadiansuperstore.ca/tomato-sauce-no-salt/p/20063296002_EA,398,ml
"Multigrain, Spaghetti Pasta",3.49,3.49,$0.93/100g,Pasta & Pasta Sauce,20312623003_EA,https://www.realcanadiansuperstore.ca/multigrain-spaghetti-pasta/p/20312623003_EA,375,g
Extra Fine Egg Noodles,2.99,2.99,$0.88/100g,Pasta & Pasta Sauce,20313361003_EA,https://www.realcanadiansuperstore.ca/extra-fine-egg-noodles/p/20313361003_EA,340,g
"Smart, Fusilli Pasta",3.49,3.49,$0.93/100g,Pasta & Pasta Sauce,20527263_EA,https://www.realcanadiansuperstore.ca/smart-fusilli-pasta/p/20527263_EA,375,g
Capellini Pasta,2.49,2.49,$0.55/100g,Pasta & Pasta Sauce,21001605_EA,https://www.realcanadiansuperstore.ca/capellini-pasta/p/21001605_EA,454,g
Chicken Prosciutto Cannelloni ,10.49,10.49,$1.94/100g,Pasta & Pasta Sauce,20297095_EA,https://www.realcanadiansuperstore.ca/chicken-prosciutto-cannelloni/p/20297095_EA,540,g
Linguine ,4.49,4.49,$1.28/100g,Pasta & Pasta Sauce,20094335_EA,https://www.realcanadiansuperstore.ca/linguine/p/20094335_EA,350,g
Whole Grain Spaghettini Pasta,2.79,2.79,$0.74/100g,Pasta & Pasta Sauce,20252144002_EA,https://www.realcanadiansuperstore.ca/whole-grain-spaghettini-pasta/p/20252144002_EA,375,g
Bow Tie Pasta,1.49,1.49,$0.30/100g,Pasta & Pasta Sauce,20321193005_EA,https://www.realcanadiansuperstore.ca/bow-tie-pasta/p/20321193005_EA,500,g
Lasagna Sheets ,4.49,4.49,$1.25/100g,Pasta & Pasta Sauce,21021693_EA,https://www.realcanadiansuperstore.ca/lasagna-sheets/p/21021693_EA,360,g
"Pasta, Orzo ",2.49,2.49,$0.55/100g,Pasta & Pasta Sauce,20792919001_EA,https://www.realcanadiansuperstore.ca/pasta-orzo/p/20792919001_EA,450,g
"Pasta Sauce, Tomato Basil",10.99,10.99,$1.64/100ml,Pasta & Pasta Sauce,20996011_EA,https://www.realcanadiansuperstore.ca/pasta-sauce-tomato-basil/p/20996011_EA,670,ml
Fresh Ricotta & Spinach Cannelloni ,10.49,10.49,$1.94/100g,Pasta & Pasta Sauce,20334658_EA,https://www.realcanadiansuperstore.ca/fresh-ricotta-spinach-cannelloni/p/20334658_EA,540,g
"Pasta Sauce, Garlic Marinara",10.99,10.99,$1.64/100ml,Pasta & Pasta Sauce,20996041_EA,https://www.realcanadiansuperstore.ca/pasta-sauce-garlic-marinara/p/20996041_EA,670,ml
"Organic Pasta Sauce, Roasted Garlic & Herb",6.29,6.29,$0.90/100ml,Pasta & Pasta Sauce,20318521002_EA,https://www.realcanadiansuperstore.ca/organic-pasta-sauce-roasted-garlic-herb/p/20318521002_EA,700,ml
Vermicelli Longkou Pancit Sotanghon,1.99,2.29,$0.50/100g,Pasta & Pasta Sauce,21295298_EA,https://www.realcanadiansuperstore.ca/vermicelli-longkou-pancit-sotanghon/p/21295298_EA,6,g
"Pasta Sauce, Original",2.49,2.49,$0.37/100ml,Pasta & Pasta Sauce,20326537001_EA,https://www.realcanadiansuperstore.ca/pasta-sauce-original/p/20326537001_EA,680,ml
Sauce Authentica Arrabiata,3.97,4.49,$0.75/100ml,Pasta & Pasta Sauce,20976152_EA,https://www.realcanadiansuperstore.ca/sauce-authentica-arrabiata/p/20976152_EA,530,ml
Spaghetti 15,3.29,3.29,$0.73/100g,Pasta & Pasta Sauce,20889657_EA,https://www.realcanadiansuperstore.ca/spaghetti-15/p/20889657_EA,450,g
Di Sorrento Roasted Garlic & Onion Pasta Sauce,3.77,3.77,$0.58/100ml,Pasta & Pasta Sauce,20323101007_EA,https://www.realcanadiansuperstore.ca/di-sorrento-roasted-garlic-onion-pasta-sauce/p/20323101007_EA,650,ml
Pasta Rigatoni No. 24,3.29,3.29,$0.72/100g,Pasta & Pasta Sauce,21056284_EA,https://www.realcanadiansuperstore.ca/pasta-rigatoni-no-24/p/21056284_EA,450,g
Gluten Free Elbows Pasta,3.79,3.79,$1.11/100g,Pasta & Pasta Sauce,20963729_EA,https://www.realcanadiansuperstore.ca/gluten-free-elbows-pasta/p/20963729_EA,340,g
Roasted Red Pepper Alfredo Spaghetti Pasta Sauce,3.77,3.77,$0.92/100ml,Pasta & Pasta Sauce,20325609006_EA,https://www.realcanadiansuperstore.ca/roasted-red-pepper-alfredo-spaghetti-pasta-sauce/p/20325609006_EA,410,ml
Nduja Spread,6.99,6.99,$3.88/100g,Pasta & Pasta Sauce,21433107_EA,https://www.realcanadiansuperstore.ca/nduja-spread/p/21433107_EA,180,g
Gluten Free Fettuccine Pasta,3.79,3.79,$1.11/100g,Pasta & Pasta Sauce,20996219_EA,https://www.realcanadiansuperstore.ca/gluten-free-fettuccine-pasta/p/20996219_EA,340,g
Penne Ritorte,3.99,3.99,$0.80/100g,Pasta & Pasta Sauce,20419290005_EA,https://www.realcanadiansuperstore.ca/penne-ritorte/p/20419290005_EA,500,g
"Gluten Free, Linguine Pasta",3.29,3.29,$0.97/100g,Pasta & Pasta Sauce,20897811_EA,https://www.realcanadiansuperstore.ca/gluten-free-linguine-pasta/p/20897811_EA,340,g
Rigatoni,3.19,3.19,$0.35/100g,Pasta & Pasta Sauce,20081342016_EA,https://www.realcanadiansuperstore.ca/rigatoni/p/20081342016_EA,900,g
"Pesto with Basil, Pine Nuts and Extra Virgin Olive Oil Pasta Sauce",4.69,4.69,$2.47/100g,Pasta & Pasta Sauce,21462864_EA,https://www.realcanadiansuperstore.ca/pesto-with-basil-pine-nuts-and-extra-virgin-olive/p/21462864_EA,190,g
Egg Noodles,8.99,8.99,$1.09/100g,Pasta & Pasta Sauce,20689998_EA,https://www.realcanadiansuperstore.ca/egg-noodles/p/20689998_EA,828,g
Mezzelune Burrata & ‘Nduja,6.49,6.49,$2.60/100g,Pasta & Pasta Sauce,21398594_EA,https://www.realcanadiansuperstore.ca/mezzelune-burrata-nduja/p/21398594_EA,250,g
OB Spicy Marinara,11.99,11.99,$1.75/100ml,Pasta & Pasta Sauce,20982987_EA,https://www.realcanadiansuperstore.ca/ob-spicy-marinara/p/20982987_EA,685,ml
"Pasta Sauce, Classic Alfredo ",5.99,5.99,$2.00/100ml,Pasta & Pasta Sauce,20093406_EA,https://www.realcanadiansuperstore.ca/pasta-sauce-classic-alfredo/p/20093406_EA,300,ml
Rainbow Tortellini with Cheese ,10.49,10.49,$1.50/100g,Pasta & Pasta Sauce,20312412_EA,https://www.realcanadiansuperstore.ca/rainbow-tortellini-with-cheese/p/20312412_EA,700,g
"Whole Grains, Spaghetti Pasta",3.49,3.49,$0.93/100g,Pasta & Pasta Sauce,20312623001_EA,https://www.realcanadiansuperstore.ca/whole-grains-spaghetti-pasta/p/20312623001_EA,375,g
Lasagne,3.29,3.29,$0.88/100g,Pasta & Pasta Sauce,20321035002_EA,https://www.realcanadiansuperstore.ca/lasagne/p/20321035002_EA,375,g
Potato Gnocchi,6.49,6.49,$1.85/100g,Pasta & Pasta Sauce,21183265_EA,https://www.realcanadiansuperstore.ca/potato-gnocchi/p/21183265_EA,350,g
"Oriental Style Noodle, Thin",4.49,4.49,$0.90/100g,Pasta & Pasta Sauce,20733417_EA,https://www.realcanadiansuperstore.ca/oriental-style-noodle-thin/p/20733417_EA,500,g
"Pasta, Spaghettini",2.99,2.99,$0.33/100g,Pasta & Pasta Sauce,20311358006_EA,https://www.realcanadiansuperstore.ca/pasta-spaghettini/p/20311358006_EA,900,g
Ricotta and Spinach Filled Gnocchi,3.59,3.59,$1.28/100g,Pasta & Pasta Sauce,21470648_EA,https://www.realcanadiansuperstore.ca/ricotta-and-spinach-filled-gnocchi/p/21470648_EA,280,g
Jinmailang Ramen Noodle,2.79,3.39,$0.28/100g,Pasta & Pasta Sauce,21037924_EA,https://www.realcanadiansuperstore.ca/jinmailang-ramen-noodle/p/21037924_EA,1,kg
Baby Shells,3.19,3.19,$0.35/100g,Pasta & Pasta Sauce,20081342018_EA,https://www.realcanadiansuperstore.ca/baby-shells/p/20081342018_EA,900,g
"Pasta, Spaghetti Club Pack",7.99,7.99,$0.35/100g,Pasta & Pasta Sauce,20317105001_EA,https://www.realcanadiansuperstore.ca/pasta-spaghetti-club-pack/p/20317105001_EA,2,kg
Thin Shrimp Egg Noodles,1.99,2.29,$0.44/100g,Pasta & Pasta Sauce,21347131_EA,https://www.realcanadiansuperstore.ca/thin-shrimp-egg-noodles/p/21347131_EA,454,g
"Pasta, Rigatoni",2.99,2.99,$0.33/100g,Pasta & Pasta Sauce,20311358012_EA,https://www.realcanadiansuperstore.ca/pasta-rigatoni/p/20311358012_EA,900,g
Chinese Style Steam Fried Noodles,2.99,2.99,$0.75/100g,Pasta & Pasta Sauce,21418473_EA,https://www.realcanadiansuperstore.ca/chinese-style-steam-fried-noodles/p/21418473_EA,397,g
White Spaghettini Pasta With Fibre,2.79,2.79,$0.74/100g,Pasta & Pasta Sauce,20686252_EA,https://www.realcanadiansuperstore.ca/white-spaghettini-pasta-with-fibre/p/20686252_EA,375,g
"Sweet Potato Vermicelli, Wide",1.79,1.79,$0.45/100g,Pasta & Pasta Sauce,21447368_EA,https://www.realcanadiansuperstore.ca/sweet-potato-vermicelli-wide/p/21447368_EA,400,g
Skillet Gnocchi ,10.49,10.49,$1.50/100g,Pasta & Pasta Sauce,21021889_EA,https://www.realcanadiansuperstore.ca/skillet-gnocchi/p/21021889_EA,700,g
Soba Organic,4.59,4.59,$1.71/100g,Pasta & Pasta Sauce,21448830_EA,https://www.realcanadiansuperstore.ca/soba-organic/p/21448830_EA,269,g
Spicy Braised Pork Tortellini,6.99,6.99,$1.25/100g,Pasta & Pasta Sauce,21479782_EA,https://www.realcanadiansuperstore.ca/spicy-braised-pork-tortellini/p/21479782_EA,560,g
"Triangoli, Porcini Mushroom with Truffle",6.49,6.49,$2.60/100g,Pasta & Pasta Sauce,20704922_EA,https://www.realcanadiansuperstore.ca/triangoli-porcini-mushroom-with-truffle/p/20704922_EA,250,g
Nested Angel Hair,4.99,4.99,$1.66/100g,Pasta & Pasta Sauce,21099641_EA,https://www.realcanadiansuperstore.ca/nested-angel-hair/p/21099641_EA,300,g
Royal Umbrella Rice,2.39,2.39,$0.53/100g,Pasta & Pasta Sauce,20805124_EA,https://www.realcanadiansuperstore.ca/royal-umbrella-rice/p/20805124_EA,454,g
"Classic, Penne Rigate Pasta",4.99,4.99,$0.71/100g,Pasta & Pasta Sauce,20756750_EA,https://www.realcanadiansuperstore.ca/classic-penne-rigate-pasta/p/20756750_EA,700,g
Fish Sauce,1.99,1.99,$1.00/100ml,Pasta & Pasta Sauce,21499955_EA,https://www.realcanadiansuperstore.ca/fish-sauce/p/21499955_EA,200,ml
"Pasta, Vermicelli Longkou Pancit Sotanghon",1.69,1.69,$0.68/100g,Pasta & Pasta Sauce,21295389_EA,https://www.realcanadiansuperstore.ca/pasta-vermicelli-longkou-pancit-sotanghon/p/21295389_EA,250,g
"Ravioli, Braised Beef au jus ",10.49,10.49,$2.10/100g,Pasta & Pasta Sauce,20915834_EA,https://www.realcanadiansuperstore.ca/ravioli-braised-beef-au-jus/p/20915834_EA,500,g
"Rainbow Cheese Tortellini, Large",6.99,10.49,$0.70/100g,Pasta & Pasta Sauce,21302616_EA,https://www.realcanadiansuperstore.ca/rainbow-cheese-tortellini-large/p/21302616_EA,1000,g
Udon Noodles ,1.79,1.99,$0.49/100g,Pasta & Pasta Sauce,20692709003_EA,https://www.realcanadiansuperstore.ca/udon-noodles/p/20692709003_EA,363,g
Pasta Bucatini No. 15,3.29,3.29,$0.72/100g,Pasta & Pasta Sauce,21056277_EA,https://www.realcanadiansuperstore.ca/pasta-bucatini-no-15/p/21056277_EA,450,g
Marinara Pasta Sauce,7.49,7.49,$1.29/100ml,Pasta & Pasta Sauce,20967241_EA,https://www.realcanadiansuperstore.ca/marinara-pasta-sauce/p/20967241_EA,580,ml
Basil Pesto,5.59,5.59,$2.94/100ml,Pasta & Pasta Sauce,21339514_EA,https://www.realcanadiansuperstore.ca/basil-pesto/p/21339514_EA,190,ml
7-Vegetable Primavera Pasta Sauce,3.79,3.79,$0.58/100ml,Pasta & Pasta Sauce,20131344001_EA,https://www.realcanadiansuperstore.ca/7-vegetable-primavera-pasta-sauce/p/20131344001_EA,650,ml
Bolognese Pasta Sauce,4.29,4.29,$1.01/100ml,Pasta & Pasta Sauce,20315145002_EA,https://www.realcanadiansuperstore.ca/bolognese-pasta-sauce/p/20315145002_EA,425,ml
Bolognese Spaghetti Pasta Sauce,3.77,3.77,$0.58/100ml,Pasta & Pasta Sauce,20961253_EA,https://www.realcanadiansuperstore.ca/bolognese-spaghetti-pasta-sauce/p/20961253_EA,650,ml
Marinara Pasta Sauce ,4.29,4.29,$0.61/100ml,Pasta & Pasta Sauce,20629217002_EA,https://www.realcanadiansuperstore.ca/marinara-pasta-sauce/p/20629217002_EA,700,ml
Blue Menu Alfredo Pasta Sauce,3.79,3.79,$0.92/100ml,Pasta & Pasta Sauce,20217610001_EA,https://www.realcanadiansuperstore.ca/blue-menu-alfredo-pasta-sauce/p/20217610001_EA,410,ml
Original Pasta Sauce,1.79,1.79,$0.26/100ml,Pasta & Pasta Sauce,20299886001_EA,https://www.realcanadiansuperstore.ca/original-pasta-sauce/p/20299886001_EA,680,ml
Spaghetti,3.29,3.29,$0.72/100g,Pasta & Pasta Sauce,21056286_EA,https://www.realcanadiansuperstore.ca/spaghetti/p/21056286_EA,450,g
"Pasta, Baby Shells",2.49,2.49,$0.55/100g,Pasta & Pasta Sauce,20792919004_EA,https://www.realcanadiansuperstore.ca/pasta-baby-shells/p/20792919004_EA,450,g
Marinara Pasta Sauce,5.49,5.49,$0.84/100ml,Pasta & Pasta Sauce,20414980002_EA,https://www.realcanadiansuperstore.ca/marinara-pasta-sauce/p/20414980002_EA,650,ml
Capellini,3.19,3.19,$0.35/100g,Pasta & Pasta Sauce,20081342002_EA,https://www.realcanadiansuperstore.ca/capellini/p/20081342002_EA,900,g
Original Pasta Sauce,4.29,4.29,$0.61/100ml,Pasta & Pasta Sauce,20296296001_EA,https://www.realcanadiansuperstore.ca/original-pasta-sauce/p/20296296001_EA,700,ml
"Smart, Penne Rigate Pasta",3.49,3.49,$0.93/100g,Pasta & Pasta Sauce,20527264_EA,https://www.realcanadiansuperstore.ca/smart-penne-rigate-pasta/p/20527264_EA,375,g
Blue Menu Roasted Garlic Alfredo Pasta Sauce,3.79,3.79,$0.92/100ml,Pasta & Pasta Sauce,20437539_EA,https://www.realcanadiansuperstore.ca/blue-menu-roasted-garlic-alfredo-pasta-sauce/p/20437539_EA,410,ml
"Artisan Pasta, Fusilli",2.49,2.49,$0.55/100g,Pasta & Pasta Sauce,21220498_EA,https://www.realcanadiansuperstore.ca/artisan-pasta-fusilli/p/21220498_EA,450,g
Arrabbiata Pasta Sauce,5.49,5.49,$0.84/100ml,Pasta & Pasta Sauce,20414980001_EA,https://www.realcanadiansuperstore.ca/arrabbiata-pasta-sauce/p/20414980001_EA,650,ml
Fire Roasted Tomato Pasta Sauce,3.79,3.79,$0.58/100ml,Pasta & Pasta Sauce,20131344008_EA,https://www.realcanadiansuperstore.ca/fire-roasted-tomato-pasta-sauce/p/20131344008_EA,650,ml
Tomato Paste     ,4.49,4.49,$2.88/100ml,Pasta & Pasta Sauce,20934088_EA,https://www.realcanadiansuperstore.ca/tomato-paste/p/20934088_EA,156,ml
"Italian Tomato Sauce, Onion, Herbs, and Spices",2.49,2.49,$0.37/100ml,Pasta & Pasta Sauce,20023601001_EA,https://www.realcanadiansuperstore.ca/italian-tomato-sauce-onion-herbs-and-spices/p/20023601001_EA,680,ml
Cholesterol-Free Egg White Noodles Dumplings,3.29,3.29,$0.97/100g,Pasta & Pasta Sauce,21439295_EA,https://www.realcanadiansuperstore.ca/cholesterol-free-egg-white-noodles-dumplings/p/21439295_EA,340,g
"Artisan Pasta, Spaghettini",2.49,2.49,$0.55/100g,Pasta & Pasta Sauce,21220489_EA,https://www.realcanadiansuperstore.ca/artisan-pasta-spaghettini/p/21220489_EA,450,g
"Egg Noodles, Medium",2.99,2.99,$0.88/100g,Pasta & Pasta Sauce,20313361002_EA,https://www.realcanadiansuperstore.ca/egg-noodles-medium/p/20313361002_EA,340,g
"Manwich Sauce, Original",2.49,2.49,$0.63/100ml,Pasta & Pasta Sauce,20177071_EA,https://www.realcanadiansuperstore.ca/manwich-sauce-original/p/20177071_EA,398,ml
Farfalle,3.29,3.29,$0.73/100g,Pasta & Pasta Sauce,20303498001_EA,https://www.realcanadiansuperstore.ca/farfalle/p/20303498001_EA,450,g
"Smart, Lasagne Pasta",4.29,4.29,$1.14/100g,Pasta & Pasta Sauce,20632578_EA,https://www.realcanadiansuperstore.ca/smart-lasagne-pasta/p/20632578_EA,375,g
Tri-Colour Rotini Pasta,3.49,3.49,$0.93/100g,Pasta & Pasta Sauce,20299819006_EA,https://www.realcanadiansuperstore.ca/tri-colour-rotini-pasta/p/20299819006_EA,375,g
Potato Gnocchi,4.79,4.79,$0.48/100g,Pasta & Pasta Sauce,20066563_EA,https://www.realcanadiansuperstore.ca/potato-gnocchi/p/20066563_EA,1,kg
Spaghettini Pasta,2.49,2.49,$0.55/100g,Pasta & Pasta Sauce,21001588_EA,https://www.realcanadiansuperstore.ca/spaghettini-pasta/p/21001588_EA,454,g
Ginger Garlic Paste Ground Ginger & Garlic,7.49,7.49,$1.07/100g,Pasta & Pasta Sauce,21447370_EA,https://www.realcanadiansuperstore.ca/ginger-garlic-paste-ground-ginger-garlic/p/21447370_EA,700,g
"Gluten Free, Lasagne Pasta",4.29,4.29,$1.72/100g,Pasta & Pasta Sauce,20897532_EA,https://www.realcanadiansuperstore.ca/gluten-free-lasagne-pasta/p/20897532_EA,250,g
"Whole Grains, Macaroni Pasta",3.49,3.49,$0.93/100g,Pasta & Pasta Sauce,20299819001_EA,https://www.realcanadiansuperstore.ca/whole-grains-macaroni-pasta/p/20299819001_EA,375,g
"Pasta Sauce, La Vodka",10.99,10.99,$1.64/100ml,Pasta & Pasta Sauce,20996024_EA,https://www.realcanadiansuperstore.ca/pasta-sauce-la-vodka/p/20996024_EA,670,ml
Organics Passata,3.99,3.99,$0.60/100ml,Pasta & Pasta Sauce,21461134_EA,https://www.realcanadiansuperstore.ca/organics-passata/p/21461134_EA,660,ml
Elbow Macaroni Pasta,4.49,4.49,$0.22/100g,Pasta & Pasta Sauce,20054575_EA,https://www.realcanadiansuperstore.ca/elbow-macaroni-pasta/p/20054575_EA,2,kg
Pasta Sauce,8.49,8.49,$1.25/100ml,Pasta & Pasta Sauce,21306341_EA,https://www.realcanadiansuperstore.ca/pasta-sauce/p/21306341_EA,680,ml
Skillet Gnocchi ,5.99,5.99,$2.14/100g,Pasta & Pasta Sauce,21022065_EA,https://www.realcanadiansuperstore.ca/skillet-gnocchi/p/21022065_EA,280,g
Rotini Pasta,1.49,1.49,$0.30/100g,Pasta & Pasta Sauce,20321193001_EA,https://www.realcanadiansuperstore.ca/rotini-pasta/p/20321193001_EA,500,g
Alfredo Pasta Sauce,4.79,4.79,$1.60/100ml,Pasta & Pasta Sauce,20967220_EA,https://www.realcanadiansuperstore.ca/alfredo-pasta-sauce/p/20967220_EA,300,ml
Gnocchi,2.99,2.99,$0.60/100g,Pasta & Pasta Sauce,20070449001_EA,https://www.realcanadiansuperstore.ca/gnocchi/p/20070449001_EA,500,g
Cholesterol-Free Egg White Noodles Fine,3.29,3.29,$0.97/100g,Pasta & Pasta Sauce,21439272_EA,https://www.realcanadiansuperstore.ca/cholesterol-free-egg-white-noodles-fine/p/21439272_EA,340,g
